2498.85,51.937,45.859,33.632,43.574,46.969,79.294,74.709,129.97,250.097,395.839,1440.3,2687.13,3274.82,6575.67,13076.3,25354.1,50348.3,102647
14.297,5.451,7.913,12.402,17.659,22.831,35.061,38.97,64.438,128.652,220.958,917.871,1802.23,2108.09,4273.69,8874.81,17999.3,37595.1,80560.9
6.536,4.467,7.456,10.987,15.659,22.575,33.087,36.858,61.928,131.67,214.517,811.566,2198.68,1669.91,3595.06,7867.23,16239.3,34986.4,73475.8
6.369,4.184,7.012,11.028,15.751,20.596,32.998,36.329,61.425,126.005,217.401,808.649,1654.46,1667.33,3572.49,7864.01,16270.4,35335.1,73248.6
6.451,9.59,7.038,10.615,15.358,21.144,32.745,36.4,61.775,124.135,214.983,819.261,1628.44,1746.2,3609.15,7912.59,16242,34677.5,74172.7
6.594,4.848,7.07,10.429,15.432,20.983,32.51,36.672,61.965,124.58,214.835,812.243,1609.19,1769.87,3598.42,7904.44,16254,34708.4,73027.7
6.284,4.157,7.073,10.355,15.457,21.145,32.771,36.27,61.645,125.525,215.245,814.91,1623.28,1750.28,3575.62,7905.16,16234.4,34786.9,85810.6
6.482,4.594,7.188,10.35,15.512,20.756,32.557,36.741,61.713,124.538,216.117,806.977,1609.76,1695.44,3566.42,7833.03,16255.1,34859.1,74121.6
6.445,4.125,6.972,10.294,15.645,20.682,32.701,36.755,61.336,124.719,214.818,808.519,1599.91,1763.13,3585.62,7837.39,16239.8,34712.5,72855.2
6.305,4.11,7.121,10.53,15.236,20.958,32.028,36.399,61.912,124.639,212.676,816.861,1605.14,1654.99,3623.2,7856.71,16322.5,34559,73065.9
6.143,4.357,6.873,10.468,15.364,21.147,30.829,36.314,62.735,131.88,212.799,810.263,1612.62,1742.53,3555.97,7856.51,16263.5,34650.6,73582.8
6.256,4.679,6.888,10.284,15.2,20.932,30.563,36.77,62.156,128.428,213.646,809.149,1619.41,1665.18,3633.04,7851.27,16655.5,34496,72862.4
6.301,4.145,6.779,10.478,15.19,20.894,30.686,36.487,62.061,125.095,217.919,809.608,1610.32,1655.58,3592.74,7943.2,16599.8,34713.1,73356.8
6.113,4.176,6.798,10.344,15.353,20.666,30.788,36.836,61.659,125.291,215.006,803.613,1623.75,1673.44,3677.19,7910.82,16457.5,34759.5,72429
6.032,4.321,6.843,10.359,15.592,21.274,31.841,39.047,67.77,124.814,211.781,811.647,1606.95,1693.61,3630.2,7873.02,16462.1,35009.2,73053.8
5.954,4.367,7.058,10.283,15.381,20.801,29.862,36.882,61.866,127.278,213.14,808.303,1626.11,1915.99,3629.12,7858.88,16612.4,34742.1,73101.6
6.146,4.129,6.872,10.31,15.117,20.808,29.895,36.661,62.168,125.526,214.012,809.337,1614.07,1709.41,3551.56,7836.46,16673.5,34925.7,73195.7
6.102,4.111,6.811,10.268,15.555,21.036,32.612,36.45,63.039,124.318,216.368,808.57,1606.65,1697.85,3546.95,7857.1,17553.2,34613.1,73314.6
6,4.156,6.969,10.386,15.469,21.143,32.359,36.566,62.246,126.871,213.141,806.84,1606.83,1687.4,3580.33,7847.45,16525.9,35228.7,73570.9
5.964,4.054,6.887,10.446,15.392,20.899,30.103,36.475,61.648,125.145,213.02,807.778,1607.51,1664.01,3574.5,7882.07,16472.7,35057.2,73572.2
5.924,4.271,7.036,10.149,15.318,20.834,29.784,36.603,62.205,124.339,212.62,812.431,1599.77,1705.25,3573.43,7907.16,16589,35111.3,73070.9
