0.042304,0.18969,0.044405,-1.6516,-0.0086855,1.3005,0.088234,0,0,0,0,0,0,0
0.051799,0.16856,0.050162,-1.6767,-0.0087384,1.2965,0.10362,0,0,0,0,0,0,0
0.058562,0.14846,0.054601,-1.7001,-0.0083936,1.2932,0.11486,0,0,0,0,0,0,0
0.062322,0.12942,0.057324,-1.7219,-0.0076943,1.2905,0.1213,0,0,0,0,0,0,0
0.062948,0.11151,0.058003,-1.742,-0.006717,1.2883,0.12246,0,0,0,0,0,0,0
0.060454,0.094901,0.056402,-1.7604,-0.0055652,1.2865,0.11816,0,0,0,0,0,0,0
0.054998,0.079868,0.052409,-1.7767,-0.004356,1.2851,0.10847,0,0,0,0,0,0,0
0.046867,0.066759,0.046054,-1.7908,-0.0032019,1.2841,0.093725,0,0,0,0,0,0,0
0.036465,0.055974,0.03753,-1.8022,-0.0021889,1.2834,0.074557,0,0,0,0,0,0,0
0.024289,0.047915,0.02719,-1.8107,-0.001358,1.283,0.051833,0,0,0,0,0,0,0
0.010906,0.042924,0.015532,-1.8159,-0.00069511,1.2828,0.026621,0,0,0,0,0,0,0
-0.0030728,0.041232,0.003169,-1.8177,-0.00013625,1.2827,0.00013216,0,0,0,0,0,0,0
-0.017015,0.04292,-0.0092233,-1.8159,0.00041274,1.2828,-0.026347,0,0,0,0,0,0,0
-0.030296,0.047908,-0.020963,-1.8107,0.0010469,1.283,-0.051533,0,0,0,0,0,0,0
-0.042321,0.055963,-0.031424,-1.8022,0.0018326,1.2834,-0.074216,0,0,0,0,0,0,0
-0.052545,0.066743,-0.040086,-1.7908,0.0027865,1.2841,-0.093329,0,0,0,0,0,0,0
-0.060497,0.079846,-0.04657,-1.7767,0.00387,1.2851,-0.10801,0,0,0,0,0,0,0
-0.065799,0.094873,-0.050663,-1.7604,0.004998,1.2865,-0.11764,0,0,0,0,0,0,0
-0.068181,0.11147,-0.052312,-1.742,0.0060569,1.2883,-0.12186,0,0,0,0,0,0,0
-0.067496,0.12938,-0.051619,-1.7219,0.0069272,1.2905,-0.1206,0,0,0,0,0,0,0
-0.063736,0.14842,-0.04881,-1.7001,0.0075022,1.2932,-0.11407,0,0,0,0,0,0,0
-0.05703,0.16852,-0.044215,-1.6767,0.0077012,1.2965,-0.10271,0,0,0,0,0,0,0
-0.047643,0.18965,-0.038233,-1.6516,0.0074773,1.3004,-0.087188,0,0,0,0,0,0,0
-0.035968,0.21182,-0.031304,-1.6248,0.0068197,1.305,-0.068364,0,0,0,0,0,0,0
-0.022508,0.23504,-0.023877,-1.5963,0.0057539,1.3104,-0.04721,0,0,0,0,0,0,0
-0.0078488,0.25923,-0.016383,-1.5659,0.0043389,1.3165,-0.024776,0,0,0,0,0,0,0
0.0073605,0.28427,-0.0092067,-1.5339,0.002663,1.3234,-0.0021288,0,0,0,0,0,0,0
