1.517E-12,0.28426,-4.7264E-12,-1.5339,1.1069E-11,1.3234,-3.2413E-12,0,0,0,0,0,0,0
0.015259,0.30992,0.0065308,-1.5005,-0.0020504,1.3311,0.021965,0,0,0,0,0,0,0
0.029728,0.33587,0.012187,-1.4661,-0.0041264,1.3396,0.04218,0,0,0,0,0,0,0
0.04277,0.36173,0.016821,-1.4312,-0.0061024,1.3487,0.059847,0,0,0,0,0,0,0
0.053812,0.38704,0.020367,-1.3965,-0.0078642,1.3582,0.074333,0,0,0,0,0,0,0
0.062374,0.41136,0.022829,-1.3625,-0.009319,1.3678,0.085178,0,0,0,0,0,0,0
0.06809,0.43424,0.024264,-1.3301,-0.010401,1.3774,0.092102,0,0,0,0,0,0,0
0.070721,0.45529,0.024763,-1.2998,-0.011075,1.3866,0.09499,0,0,0,0,0,0,0
0.070162,0.47419,0.024437,-1.2723,-0.011332,1.3952,0.093883,0,0,0,0,0,0,0
0.066446,0.49069,0.023406,-1.248,-0.011186,1.403,0.088958,0,0,0,0,0,0,0
0.059734,0.50465,0.021786,-1.2273,-0.010671,1.4098,0.080516,0,0,0,0,0,0,0
0.050312,0.51601,0.019693,-1.2103,-0.0098346,1.4154,0.068964,0,0,0,0,0,0,0
0.038576,0.52476,0.017231,-1.1971,-0.0087318,1.4198,0.054802,0,0,0,0,0,0,0
0.02501,0.53094,0.014503,-1.1878,-0.0074241,1.4229,0.03861,0,0,0,0,0,0,0
0.010175,0.53462,0.011604,-1.1822,-0.0059761,1.4248,0.02103,0,0,0,0,0,0,0
-0.0053204,0.53583,0.0086303,-1.1803,-0.0044532,1.4254,0.0027453,0,0,0,0,0,0,0
-0.020842,0.5346,0.0056722,-1.1822,-0.002921,1.4248,-0.015537,0,0,0,0,0,0,0
-0.035755,0.53091,0.0028211,-1.1878,-0.0014441,1.4229,-0.03311,0,0,0,0,0,0,0
-0.04945,0.52471,0.0001677,-1.1971,-0.000084984,1.4198,-0.049292,0,0,0,0,0,0,0
-0.061364,0.51595,-0.002197,-1.2103,0.0010971,1.4153,-0.063445,0,0,0,0,0,0,0
-0.071007,0.50458,-0.0041804,-1.2273,0.0020475,1.4097,-0.074994,0,0,0,0,0,0,0
-0.077977,0.49061,-0.0056872,-1.248,0.0027178,1.403,-0.083447,0,0,0,0,0,0,0
-0.081979,0.47411,-0.0066184,-1.2723,0.0030688,1.3952,-0.088403,0,0,0,0,0,0,0
-0.082836,0.45521,-0.0068719,-1.2998,0.0030732,1.3866,-0.089571,0,0,0,0,0,0,0
-0.080502,0.43416,-0.0063451,-1.3301,0.0027198,1.3774,-0.086781,0,0,0,0,0,0,0
-0.075063,0.41129,-0.0049411,-1.3625,0.0020168,1.3678,-0.079998,0,0,0,0,0,0,0
-0.066742,0.38698,-0.0025786,-1.3965,0.00099561,1.3581,-0.06934,0,0,0,0,0,0,0
-0.055893,0.36169,0.00079466,-1.4312,-0.00028825,1.3487,-0.055086,0,0,0,0,0,0,0
-0.042988,0.33586,0.0051857,-1.4661,-0.0017557,1.3396,-0.03769,0,0,0,0,0,0,0
-0.0286,0.30992,0.010539,-1.5005,-0.0033089,1.3312,-0.017777,0,0,0,0,0,0,0
-0.013372,0.28429,0.016726,-1.5339,-0.0048382,1.3234,0.0038677,0,0,0,0,0,0,0
0.0020091,0.25926,0.023532,-1.5659,-0.0062328,1.3165,0.026323,0,0,0,0,0,0,0
0.016849,0.23507,0.030665,-1.5963,-0.0073904,1.3104,0.048574,0,0,0,0,0,0,0
0.030483,0.21186,0.03776,-1.6248,-0.0082273,1.305,0.06956,0,0,0,0,0,0,0
