T_SO
172.487
30.143
29.185
29.924
29.303
29.529
29.278
29.203
34.597
30.156
28.841
29.84
29.068
28.898
29.037
29.32
29.261
29.668
29.313
29.251
29.855
28.939
28.929
28.667
29.415
30.064
29.354
29.387
33.106
40.486
42.704
42.582
39.554
33.706
28.584
28.449
27.768
28.626
27.77
28.047
32.588
28.997
28.154
28.085
27.332
27.699
27.894
27.981
27.44
27.066
27.116
27.316
27.127
27.518
27.128
27.079
27.593
26.983
27.167
27.588
27.654
27.485
27.252
27.535
26.777
27.214
27.248
27.26
27.017
27.429
27.644
27.474
27.101
27.14
27.29
26.974
29.763
29.548
27.638
27.162
28.565
29.599
29.116
29.257
29.362
29.164
29.262
28.83
28.827
29.249
29.07
28.826
28.84
28.811
29.043
29.284
29.187
29.234
31.856
31.021
30.37
29.738
28.99
28.644
28.756
28.941
29.079
28.947
28.886
28.805
28.813
33.147
30.002
29.443
29.197
29.085
29.291
28.48
29.951
29.004
28.84
29.336
28.775
28.635
28.494
29.075
28.819
28.729
28.832
28.84
28.765
28.832
29.107
29.407
29.149
28.891
29.056
28.583
28.98
28.775
28.941
28.506
28.686
29.008
28.728
32.24
30.433
28.946
28.887
28.885
28.567
28.991
29.444
28.809
28.813
29.265
28.812
29.003
28.801
28.736
28.864
28.733
28.789
28.8
28.563
28.79
28.754
28.878
29.059
32.075
29.471
29.005
29.047
28.625
28.874
29.132
28.653
28.904
29.069
31.564
30.404
28.871
28.959
29.032
28.724
29.414
28.841
28.844
28.826
29.184
28.622
28.653
29.068
29.051
28.775
28.807
28.747
28.862
29.018
29.026
29.029
29.114
28.761
28.792
29.124
29.128
29.103
28.683
28.544
28.66
28.656
28.957
28.448
28.873
31.642
29.285
29.246
28.706
28.678
28.867
28.966
28.931
29.297
28.769
29.601
28.614
28.802
29.362
28.798
28.705
28.906
28.886
28.733
28.964
28.649
28.909
28.765
28.604
28.906
31.311
30.328
28.848
29.072
28.483
28.744
28.831
28.579
28.915
33.32
31.26
30.192
28.561
28.946
28.979
29.073
29.372
29.011
28.967
28.768
28.91
29.029
28.638
29.128
28.884
28.874
28.865
29.012
29.053
29.074
28.833
29.086
29.108
28.797
29.173
28.791
28.898
29.004
28.993
28.959
29.083
28.727
29.139
31.513
31.057
30.485
29.27
28.589
29.195
28.942
28.732
28.752
28.983
28.734
29.127
29.067
28.77
29.11
28.903
28.974
28.677
28.647
29.097
29.203
29.096
28.81
29.351
28.984
28.721
28.735
28.727
32.24
29.965
29.016
28.897
29.077
29.059
29.012
34.005
29.005
28.873
28.948
28.838
29.507
28.801
28.911
28.876
29.522
28.845
28.799
29.122
28.773
28.811
28.867
28.787
28.828
28.916
28.99
28.826
28.889
28.739
28.613
28.971
28.893
29.112
28.825
28.898
29.096
28.861
28.825
28.969
28.877
31.598
30.521
30.103
29.035
29.028
29.09
29.212
28.963
28.999
29.297
29.105
28.867
28.971
29.304
29.075
29.315
29.001
28.983
29.019
28.929
29.113
28.924
28.883
29.355
29.275
29.04
29.106
28.733
28.693
31.261
30.129
29.416
29.335
29.071
32.141
30.183
29.136
29.005
29.109
28.618
29.152
28.795
28.964
28.862
29.386
28.901
28.752
28.827
28.931
29.329
28.84
29.125
28.828
28.947
28.986
29.44
28.826
29.01
28.942
28.898
28.742
29.195
28.785
28.925
28.754
28.79
28.812
28.998
31.969
30.484
28.843
28.848
29.64
29.373
28.918
28.863
29.013
28.83
28.964
29.003
28.982
28.9
28.686
29.209
28.802
28.625
28.74
28.842
29.139
29.01
28.99
29.175
28.752
29.413
28.842
28.917
29.391
29.048
29.189
30.826
30.071
28.778
28.841
34.698
29.048
28.924
29.375
29.089
28.698
28.678
29.018
28.689
28.725
28.917
28.696
28.814
28.765
28.926
28.694
28.797
28.829
29.105
28.593
29.011
28.773
28.818
28.828
29.027
29.18
29.116
28.684
29.042
28.888
28.816
28.572
28.635
28.994
31.446
30.682
29.845
29.502
29.551
29.814
29.912
29.335
29.499
29.49
29.526
29.949
29.476
29.508
29.599
29.621
29.434
29.47
29.876
29.632
29.528
29.354
29.588
30.344
29.594
29.277
29.608
29.417
31.559
31.412
29.129
29.069
31.758
33.117
30.264
29.954
29.359
28.601
28.824
28.919
28.759
28.721
28.6
28.775
29.015
28.894
28.931
29.05
28.734
28.628
28.97
28.847
28.963
28.658
28.817
28.673
29.125
28.829
28.526
28.729
29.011
28.889
28.926
28.651
28.539
28.947
29.055
29.045
31.746
29.153
29.125
28.685
28.704
29.173
28.943
29.18
28.733
28.983
28.856
28.749
28.789
29.535
28.607
28.989
28.667
28.785
28.698
29.039
28.9
28.816
28.706
32.253
60.21
32.227
29.044
28.886
29.031
28.744
29.45
29.224
29.496
36.598
30.451
29.586
28.873
29.075
28.834
29.18
29.008
29.056
29.009
28.774
28.932
28.779
28.969
28.772
28.898
29.049
28.927
28.674
28.834
28.606
28.819
29.239
28.898
28.765
28.972
29.18
28.68
28.772
28.855
28.945
28.923
29.313
29.405
31.896
30.832
29.136
29.203
28.968
29.123
28.925
28.714
28.64
29.087
29.128
28.889
28.571
29.087
29.1
30.953
32.577
29.069
29.414
30.028
28.98
28.978
29.424
28.916
29.505
29.286
28.706
29.356
28.769
29.789
28.877
28.723
28.958
28.713
32.092
30.535
33.66
29.962
29.268
29.175
29.152
28.726
28.972
28.607
28.797
28.968
28.861
28.895
29.152
28.661
28.964
28.687
29.108
28.771
28.647
28.787
28.75
29.08
28.828
28.874
28.973
28.552
28.832
28.68
28.71
28.92
28.818
28.783
30.547
30.43
29.029
28.901
28.582
28.862
28.881
28.837
28.848
29.342
28.912
28.776
28.8
29.014
28.841
28.932
28.684
28.666
28.78
28.965
28.84
28.993
28.814
29.057
28.589
28.817
28.633
28.901
28.638
28.893
28.895
28.569
29.223
28.603
28.665
31.218
30.006
29.897
29.831
31.727
30.152
29.729
29.459
29.585
29.51
29.648
29.62
29.35
29.744
29.251
29.353
29.884
29.311
29.218
29.722
29.489
29.646
29.32
29.458
29.505
29.789
29.643
29.488
29.599
29.231
29.489
29.564
30.048
29.33
33.19
28.969
28.923
29.163
29.482
29.254
28.68
29.315
29.156
29.093
28.887
28.998
28.847
29.452
30.608
30.184
28.842
28.966
28.906
28.918
28.963
28.98
28.527
28.6
28.89
28.788
28.785
28.965
28.688
29.034
28.699
28.936
29.193
28.579
32.404
29.936
29.252
28.995
29.575
30.299
32.366
30.749
31.077
29.578
29.924
29.168
30.731
30.733
28.883
29.379
29.315
28.936
28.902
28.717
28.66
29.62
29.895
29.997
30.035
30.78
29.514
30.907
30.712
29.521
29.616
31.037
29.225
34.229
32.188
31.545
29.161
30.288
29.907
29.575
29.16
30.658
30.154
30.107
29.763
30.311
29.021
29.137
29.015
28.807
30.445
30.846
28.954
29.042
29.058
28.931
28.783
29.284
28.921
28.805
28.873
28.776
29.086
28.67
29.198
28.797
29.263
32.705
29.978
29.318
28.892
28.837
28.978
28.869
29.627
31.857
29.028
28.992
29.731
28.729
29.011
28.571
28.921
28.902
28.861
29.071
29.052
28.826
28.983
28.848
28.792
28.966
28.754
28.899
28.884
29.083
28.916
28.851
28.864
29.197
29.148
31.775
30.096
29.697
29.388
29.67
29.414
29.218
29.057
29.403
29.245
29.174
29.339
29.733
29.233
29.653
29.192
29.453
29.412
29.144
29.411
29.413
29.567
29.354
29.652
29.47
29.466
29.378
29.599
29.719
29.234
29.755
29.516
29.624
29.447
32.463
30.011
28.733
28.781
28.758
28.933
29.158
28.723
28.661
30.456
30.76
29.322
28.918
29.299
28.622
29.239
28.713
28.972
28.577
28.738
29.366
28.726
28.748
28.988
28.954
28.864
28.997
29.032
29.056
28.684
29.187
28.796
28.769
29.182
32.066
29.528
29.196
28.945
28.804
29.055
28.614
28.81
28.851
28.815
29.113
28.942
29.048
28.977
29.074
28.811
29.023
28.815
28.838
28.968
28.765
29.145
28.548
28.718
29.198
28.783
28.741
28.509
28.878
29.115
28.836
28.72
28.807
28.826
28.948
32.374
29.466
28.951
28.749
31.299
28.919
28.659
28.472
28.917
28.764
28.77
31.367
30.091
29.489
28.812
28.756
28.798
28.813
28.813
28.909
28.723
28.925
28.766
28.838
28.957
29.634
28.752
28.901
28.751
29.012
28.823
28.988
29.335
28.646
32.203
30.661
30.616
29.189
28.983
29.005
28.963
28.967
28.888
28.838
28.946
28.995
28.495
29.221
29.034
29.061
28.978
29.109
29.258
28.828
28.956
28.864
28.901
28.787
29.261
28.947
28.839
29.041
29.583
30.041
28.899
29.079
29.063
29.389
32.55
30.748
160.638
32.408
29.982
29.226
29.205
28.777
29.611
31.462
28.868
28.734
29.011
28.768
28.814
28.929
28.948
28.824
28.626
29.251
28.843
29.243
29.23
29.116
28.939
29.023
29.18
28.803
28.823
28.502
33.832
29.325
29.237
29.496
29.03
29.195
29.331
29.178
29.322
29.321
29.309
29.067
28.863
29.108
29.137
29.071
29.274
29.635
28.742
29.203
29.145
29.102
29.065
29.076
28.94
29.132
29.009
28.934
29.205
28.929
29.189
29.11
29.151
29.091
33.029
29.481
28.951
29.138
28.979
29.22
28.936
28.899
28.658
29.179
28.985
28.805
28.826
29.122
29.177
32.075
29.285
28.911
29.041
28.963
28.871
28.795
29.08
28.648
28.951
28.869
28.965
28.945
29.083
28.648
28.832
28.767
29.104
28.9
32.022
30.064
29.055
28.982
28.916
28.864
28.99
28.85
29.129
28.929
28.86
28.623
28.646
28.639
28.47
28.86
28.979
28.904
28.855
28.922
28.879
28.978
28.813
28.983
28.846
28.789
28.716
28.772
29.162
28.832
28.869
29.303
29.063
28.993
28.883
32.45
29.461
29.367
29.478
29.399
29.507
29.662
30.453
30.855
30.345
30.419
29.774
29.436
29.429
29.53
29.199
32.058
29.354
29.003
28.953
28.659
28.905
28.602
28.849
28.921
29.109
28.979
29.291
28.84
28.791
28.915
29.21
28.7
32.543
30.204
29.286
29.278
29.021
29.317
29.698
29.299
29.319
29.278
30.902
29.823
29.222
29.073
28.835
28.912
29.022
29.069
28.717
29.25
28.77
28.77
28.808
28.709
28.902
28.83
29.035
28.721
30.494
29.443
29.324
28.646
28.81
29.107
31.671
30.716
30.356
28.936
28.714
28.827
29.118
28.764
28.63
28.752
28.672
28.936
28.901
29.503
28.52
28.819
29.086
28.763
28.827
31.907
30.156
29.005
29.167
28.754
28.969
28.622
28.781
28.821
28.776
28.606
31.638
29.358
29.115
29.001
28.738
33.514
29.191
29.195
29.217
28.692
28.505
28.941
29.075
28.769
28.909
28.712
28.936
29.078
28.82
28.769
28.935
29.06
29.139
29.378
29.033
28.714
28.897
28.793
28.955
28.886
28.696
28.605
28.808
29.075
28.974
28.937
29.05
28.95
28.807
32.085
30.564
30.657
29.078
29.184
28.868
28.751
29.009
28.736
29.053
29.079
28.802
28.813
28.957
28.936
28.88
29.158
29.03
28.995
28.71
29.479
31.592
30.392
29.613
28.96
28.892
28.818
28.731
28.99
28.711
28.749
28.841
29.084
28.847
32.355
29.961
28.745
28.769
28.873
28.553
28.766
28.763
28.549
28.946
28.832
28.781
28.653
28.975
28.844
29.108
29.603
28.997
29.024
28.684
28.99
28.641
29.134
29.001
28.807
28.729
28.892
29.195
28.662
29.529
28.788
29.122
28.781
28.831
28.749
33.125
29.03
29.011
29.137
28.972
28.874
28.668
28.676
28.984
28.86
29.182
28.664
28.63
28.539
28.816
29.292
28.81
28.808
28.758
28.782
29.029
28.988
31.764
30.506
30.113
29.666
29.091
29.568
28.729
28.895
29.034
29.071
28.538
28.665
32.002
29.263
29.002
28.906
28.804
28.915
28.662
29.042
28.828
29.016
28.815
28.97
28.61
28.695
29.232
29.208
28.826
29.199
28.806
28.835
28.878
28.844
29.292
29.358
28.945
28.673
28.986
28.668
28.788
28.45
28.694
28.802
28.769
29.031
32.095
30.288
28.982
29.024
29.022
29.14
28.941
29.51
28.983
28.732
28.698
28.881
29.069
28.542
28.779
28.678
28.939
28.799
28.642
28.733
28.697
28.77
28.783
28.849
28.805
31.682
28.996
28.717
28.789
28.844
28.762
29.135
29.196
28.9
28.908
32.605
29.091
29.113
28.817
29.051
29.202
28.645
